# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	303006	303362	+							BKP64_RS01490	357		old_locus_tag=BKP64_01490
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	303006	303362	+	WP_070965049.1	WP_070965049.1		translation initiation factor Sui1			BKP64_RS01490	357	118	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	303378	304631	+							BKP64_RS01495	1254		old_locus_tag=BKP64_01495
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	303378	304631	+	WP_070965052.1	WP_070965052.1		D-amino acid dehydrogenase			BKP64_RS01495	1254	417	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	304704	306347	-							BKP64_RS01500	1644		old_locus_tag=BKP64_01500
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	304704	306347	-	WP_070965055.1	WP_070965055.1		fatty acid--CoA ligase			BKP64_RS01500	1644	547	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	306503	306784	-							BKP64_RS01505	282		old_locus_tag=BKP64_01505
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	306503	306784	-	WP_070965058.1	WP_070965058.1		pyrimidine/purine nucleoside phosphorylase			BKP64_RS01505	282	93	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	306852	307262	-					mnhG		BKP64_RS01510	411		old_locus_tag=BKP64_01510
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	306852	307262	-	WP_070965061.1	WP_070965061.1		monovalent cation/H(+) antiporter subunit G	mnhG		BKP64_RS01510	411	136	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	307255	307527	-							BKP64_RS01515	273		old_locus_tag=BKP64_01515
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	307255	307527	-	WP_070965064.1	WP_070965064.1		monovalent cation/H+ antiporter complex subunit F			BKP64_RS01515	273	90	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	307536	308009	-							BKP64_RS01520	474		old_locus_tag=BKP64_01520
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	307536	308009	-	WP_070965066.1	WP_070965066.1		Na+/H+ antiporter subunit E			BKP64_RS01520	474	157	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	308006	309520	-							BKP64_RS01525	1515		old_locus_tag=BKP64_01525
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	308006	309520	-	WP_070965068.1	WP_070965068.1		Na+/H+ antiporter subunit D			BKP64_RS01525	1515	504	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	309517	309864	-							BKP64_RS01530	348		old_locus_tag=BKP64_01530
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	309517	309864	-	WP_070965071.1	WP_070965071.1		Na+/H+ antiporter subunit C			BKP64_RS01530	348	115	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	309899	310324	-							BKP64_RS01535	426		old_locus_tag=BKP64_01535
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	309899	310324	-	WP_070965073.1	WP_070965073.1		Na+/H+ antiporter subunit B			BKP64_RS01535	426	141	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	310321	312630	-							BKP64_RS01540	2310		old_locus_tag=BKP64_01540
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	310321	312630	-	WP_083329125.1	WP_083329125.1		putative monovalent cation/H+ antiporter subunit A			BKP64_RS01540	2310	769	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	312746	313078	-							BKP64_RS01545	333		old_locus_tag=BKP64_01545
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	312746	313078	-	WP_070965075.1	WP_070965075.1		Na+/H+ antiporter subunit G			BKP64_RS01545	333	110	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313121	313390	-							BKP64_RS01550	270		old_locus_tag=BKP64_01550
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313121	313390	-	WP_070965078.1	WP_070965078.1		K+/H+ antiporter subunit F			BKP64_RS01550	270	89	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313387	313875	-							BKP64_RS01555	489		old_locus_tag=BKP64_01555
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313387	313875	-	WP_070965081.1	WP_070965081.1		Na+/H+ antiporter subunit E			BKP64_RS01555	489	162	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313875	315392	-							BKP64_RS01560	1518		old_locus_tag=BKP64_01560
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	313875	315392	-	WP_070965084.1	WP_070965084.1		monovalent cation/H+ antiporter subunit D			BKP64_RS01560	1518	505	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	315389	315757	-							BKP64_RS01565	369		old_locus_tag=BKP64_01565
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	315389	315757	-	WP_070965086.1	WP_070965086.1		Na+/H+ antiporter subunit C			BKP64_RS01565	369	122	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	315757	318558	-							BKP64_RS01570	2802		old_locus_tag=BKP64_01570
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	315757	318558	-	WP_070965089.1	WP_070965089.1		monovalent cation/H+ antiporter subunit A			BKP64_RS01570	2802	933	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	318920	320974	+							BKP64_RS01575	2055		old_locus_tag=BKP64_01575
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	318920	320974	+	WP_070965091.1	WP_070965091.1		NADPH-dependent 2,4-dienoyl-CoA reductase			BKP64_RS01575	2055	684	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	321021	321188	-							BKP64_RS19370	168		
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	321021	321188	-	WP_198402636.1	WP_198402636.1		hypothetical protein			BKP64_RS19370	168	55	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	321524	323326	+							BKP64_RS01580	1803		old_locus_tag=BKP64_01580
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	321524	323326	+	WP_070965094.1	WP_070965094.1		acyl-CoA dehydrogenase			BKP64_RS01580	1803	600	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	323495	323752	+							BKP64_RS01585	258		old_locus_tag=BKP64_01585
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	323495	323752	+	WP_070965097.1	WP_070965097.1		hypothetical protein			BKP64_RS01585	258	85	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	323844	324137	+							BKP64_RS01590	294		old_locus_tag=BKP64_01590
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	323844	324137	+	WP_070965100.1	WP_070965100.1		hypothetical protein			BKP64_RS01590	294	97	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	324444	326183	+							BKP64_RS01595	1740		old_locus_tag=BKP64_01595
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	324444	326183	+	WP_070965103.1	WP_070965103.1		DUF839 domain-containing protein			BKP64_RS01595	1740	579	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	326258	327892	+							BKP64_RS01600	1635		old_locus_tag=BKP64_01600
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	326258	327892	+	WP_070965106.1	WP_070965106.1		hypothetical protein			BKP64_RS01600	1635	544	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	328116	329756	+							BKP64_RS01605	1641		old_locus_tag=BKP64_01605
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	328116	329756	+	WP_070965109.1	WP_070965109.1		methyl-accepting chemotaxis protein			BKP64_RS01605	1641	546	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	329824	330189	+							BKP64_RS01610	366		old_locus_tag=BKP64_01610
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	329824	330189	+	WP_070965112.1	WP_070965112.1		hypothetical protein			BKP64_RS01610	366	121	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	330215	331528	-							BKP64_RS01615	1314		old_locus_tag=BKP64_01615
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	330215	331528	-	WP_070965115.1	WP_070965115.1		MFS transporter			BKP64_RS01615	1314	437	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	331612	332706	-							BKP64_RS01620	1095		old_locus_tag=BKP64_01620
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	331612	332706	-	WP_070973506.1	WP_070973506.1		DUF1513 domain-containing protein			BKP64_RS01620	1095	364	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	332720	333754	-							BKP64_RS01625	1035		old_locus_tag=BKP64_01625
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	332720	333754	-	WP_070965118.1	WP_070965118.1		imelysin family protein			BKP64_RS01625	1035	344	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	333764	335170	-							BKP64_RS01630	1407		old_locus_tag=BKP64_01630
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	333764	335170	-	WP_070965120.1	WP_070965120.1		c-type cytochrome			BKP64_RS01630	1407	468	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	335173	336468	-							BKP64_RS01635	1296		old_locus_tag=BKP64_01635
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	335173	336468	-	WP_070965122.1	WP_070965122.1		peptidase			BKP64_RS01635	1296	431	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	336694	337533	+					rlmJ		BKP64_RS01640	840		old_locus_tag=BKP64_01640
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	336694	337533	+	WP_070965125.1	WP_070965125.1		23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	rlmJ		BKP64_RS01640	840	279	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	337568	338839	+							BKP64_RS01645	1272		old_locus_tag=BKP64_01645
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	337568	338839	+	WP_227515476.1	WP_227515476.1		ArsR family transcriptional regulator			BKP64_RS01645	1272	423	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	338851	339651	+							BKP64_RS01650	801		old_locus_tag=BKP64_01650
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	338851	339651	+	WP_070965129.1	WP_070965129.1		mechanosensitive ion channel			BKP64_RS01650	801	266	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	339628	340725	-					dctP		BKP64_RS01655	1098		old_locus_tag=BKP64_01655
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	339628	340725	-	WP_070965131.1	WP_070965131.1		TRAP transporter substrate-binding protein DctP	dctP		BKP64_RS01655	1098	365	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	340820	341728	+							BKP64_RS01660	909		old_locus_tag=BKP64_01660
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	340820	341728	+	WP_070965133.1	WP_070965133.1		DMT family transporter			BKP64_RS01660	909	302	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	341718	341996	+							BKP64_RS01665	279		old_locus_tag=BKP64_01665
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	341718	341996	+	WP_227515477.1	WP_227515477.1		GIY-YIG nuclease family protein			BKP64_RS01665	279	92	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	341974	342867	-							BKP64_RS01670	894		old_locus_tag=BKP64_01670
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	341974	342867	-	WP_070965136.1	WP_070965136.1		alpha/beta hydrolase			BKP64_RS01670	894	297	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	342946	343977	+							BKP64_RS01675	1032		old_locus_tag=BKP64_01675
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	342946	343977	+	WP_070965139.1	WP_070965139.1		alpha/beta hydrolase			BKP64_RS01675	1032	343	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	343997	344653	+							BKP64_RS01680	657		old_locus_tag=BKP64_01680
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	343997	344653	+	WP_070965141.1	WP_070965141.1		OmpA family protein			BKP64_RS01680	657	218	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	344713	345942	-					serA		BKP64_RS01685	1230		old_locus_tag=BKP64_01685
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	344713	345942	-	WP_070965143.1	WP_070965143.1		phosphoglycerate dehydrogenase	serA		BKP64_RS01685	1230	409	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	346135	347538	+							BKP64_RS01690	1404		old_locus_tag=BKP64_01690
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	346135	347538	+	WP_070965146.1	WP_070965146.1		FAD-binding oxidoreductase			BKP64_RS01690	1404	467	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	347800	348774	+							BKP64_RS01695	975		old_locus_tag=BKP64_01695
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	347800	348774	+	WP_070965149.1	WP_070965149.1		ABC transporter substrate-binding protein			BKP64_RS01695	975	324	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	348872	349639	+							BKP64_RS01700	768		old_locus_tag=BKP64_01700
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	348872	349639	+	WP_070965152.1	WP_070965152.1		ABC transporter permease			BKP64_RS01700	768	255	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	349639	350466	+							BKP64_RS01705	828		old_locus_tag=BKP64_01705
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	349639	350466	+	WP_070965154.1	WP_070965154.1		ABC transporter ATP-binding protein			BKP64_RS01705	828	275	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	350468	351745	+							BKP64_RS01710	1278		old_locus_tag=BKP64_01710
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	350468	351745	+	WP_070965157.1	WP_070965157.1		amidase			BKP64_RS01710	1278	425	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	351742	352515	+							BKP64_RS01715	774		old_locus_tag=BKP64_01715
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	351742	352515	+	WP_070965160.1	WP_070965160.1		sulfite exporter TauE/SafE family protein			BKP64_RS01715	774	257	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	352531	353286	+							BKP64_RS01720	756		old_locus_tag=BKP64_01720
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	352531	353286	+	WP_083329126.1	WP_083329126.1		IclR family transcriptional regulator			BKP64_RS01720	756	251	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	353329	354006	+							BKP64_RS01725	678		old_locus_tag=BKP64_01725
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	353329	354006	+	WP_070965169.1	WP_070965169.1		NAD-dependent protein deacylase			BKP64_RS01725	678	225	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	354014	355324	-							BKP64_RS01730	1311		old_locus_tag=BKP64_01730
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	354014	355324	-	WP_070965172.1	WP_070965172.1		AarF/ABC1/UbiB kinase family protein			BKP64_RS01730	1311	436	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	355372	356034	-							BKP64_RS01735	663		old_locus_tag=BKP64_01735
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	355372	356034	-	WP_070965175.1	WP_070965175.1		fumarylacetoacetate hydrolase family protein			BKP64_RS01735	663	220	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	356059	356601	-							BKP64_RS01740	543		old_locus_tag=BKP64_01740
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	356059	356601	-	WP_070965180.1	WP_070965180.1		adenine phosphoribosyltransferase			BKP64_RS01740	543	180	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	356632	357930	-							BKP64_RS01745	1299		old_locus_tag=BKP64_01745
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	356632	357930	-	WP_070965183.1	WP_070965183.1		NCS2 family permease			BKP64_RS01745	1299	432	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	358085	358702	-							BKP64_RS01750	618		old_locus_tag=BKP64_01750
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	358085	358702	-	WP_070965186.1	WP_070965186.1		trimeric intracellular cation channel family protein			BKP64_RS01750	618	205	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	358902	359468	+							BKP64_RS01755	567		old_locus_tag=BKP64_01755
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	358902	359468	+	WP_070965190.1	WP_070965190.1		BLUF domain-containing protein			BKP64_RS01755	567	188	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	359622	360602	+							BKP64_RS01760	981		old_locus_tag=BKP64_01760
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	359622	360602	+	WP_070965193.1	WP_070965193.1		NADPH:quinone oxidoreductase family protein			BKP64_RS01760	981	326	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	360672	362501	-							BKP64_RS01765	1830		old_locus_tag=BKP64_01765
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	360672	362501	-	WP_070965196.1	WP_070965196.1		long-chain-acyl-CoA synthetase			BKP64_RS01765	1830	609	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	362498	364459	-							BKP64_RS01770	1962		old_locus_tag=BKP64_01770
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	362498	364459	-	WP_070965199.1	WP_070965199.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			BKP64_RS01770	1962	653	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	364613	365434	-							BKP64_RS01775	822		old_locus_tag=BKP64_01775
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	364613	365434	-	WP_070965201.1	WP_070965201.1		enoyl-CoA hydratase-related protein			BKP64_RS01775	822	273	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	365474	366634	-					atuD		BKP64_RS01780	1161		old_locus_tag=BKP64_01780
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	365474	366634	-	WP_070965203.1	WP_070965203.1		citronellyl-CoA dehydrogenase	atuD		BKP64_RS01780	1161	386	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	366701	368317	-							BKP64_RS01785	1617		old_locus_tag=BKP64_01785
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	366701	368317	-	WP_070965206.1	WP_070965206.1		acyl-CoA carboxylase subunit beta			BKP64_RS01785	1617	538	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	368328	369194	-							BKP64_RS01790	867		old_locus_tag=BKP64_01790
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	368328	369194	-	WP_070965208.1	WP_070965208.1		SDR family oxidoreductase			BKP64_RS01790	867	288	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	369191	371011	-							BKP64_RS01795	1821		old_locus_tag=BKP64_01795
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	369191	371011	-	WP_070965210.1	WP_070965210.1		DUF1446 domain-containing protein			BKP64_RS01795	1821	606	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	371165	371785	+							BKP64_RS01800	621		old_locus_tag=BKP64_01800
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	371165	371785	+	WP_198402637.1	WP_198402637.1		TetR/AcrR family transcriptional regulator			BKP64_RS01800	621	206	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	371931	374600	+							BKP64_RS01805	2670		old_locus_tag=BKP64_01805
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	371931	374600	+	WP_070965220.1	WP_070965220.1		S8 family serine peptidase			BKP64_RS01805	2670	889	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	374597	375076	+							BKP64_RS01810	480		old_locus_tag=BKP64_01810
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	374597	375076	+	WP_070965223.1	WP_070965223.1		protease complex subunit PrcB family protein			BKP64_RS01810	480	159	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	375144	377039	+					parE		BKP64_RS01815	1896		old_locus_tag=BKP64_01815
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	375144	377039	+	WP_070965225.1	WP_070965225.1		DNA topoisomerase IV subunit B	parE		BKP64_RS01815	1896	631	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	377135	378910	+							BKP64_RS01820	1776		old_locus_tag=BKP64_01820
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	377135	378910	+	WP_070965228.1	WP_070965228.1		SLC13 family permease			BKP64_RS01820	1776	591	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	378919	380202	-							BKP64_RS01825	1284		old_locus_tag=BKP64_01825
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	378919	380202	-	WP_070973509.1	WP_070973509.1		EAL domain-containing protein			BKP64_RS01825	1284	427	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	380725	381270	+							BKP64_RS01835	546		old_locus_tag=BKP64_01835
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	380725	381270	+	WP_070965234.1	WP_070965234.1		cytochrome b			BKP64_RS01835	546	181	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	381340	381921	+							BKP64_RS01840	582		old_locus_tag=BKP64_01840
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	381340	381921	+	WP_070965237.1	WP_070965237.1		YceI family protein			BKP64_RS01840	582	193	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	381959	383596	-							BKP64_RS01845	1638		old_locus_tag=BKP64_01845
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	381959	383596	-	WP_070965240.1	WP_070965240.1		methyl-accepting chemotaxis protein			BKP64_RS01845	1638	545	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	383728	383970	-							BKP64_RS01850	243		old_locus_tag=BKP64_01850
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	383728	383970	-	WP_070965242.1	WP_070965242.1		PEP-CTERM sorting domain-containing protein			BKP64_RS01850	243	80	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	384197	386488	+					parC		BKP64_RS01855	2292		old_locus_tag=BKP64_01855
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	384197	386488	+	WP_070965245.1	WP_070965245.1		DNA topoisomerase IV subunit A	parC		BKP64_RS01855	2292	763	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	386481	387713	+					serB		BKP64_RS01860	1233		old_locus_tag=BKP64_01860
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	386481	387713	+	WP_070965248.1	WP_070965248.1		phosphoserine phosphatase SerB	serB		BKP64_RS01860	1233	410	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	387789	389873	-							BKP64_RS01865	2085		old_locus_tag=BKP64_01865
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	387789	389873	-	WP_070965250.1	WP_070965250.1		EAL domain-containing protein			BKP64_RS01865	2085	694	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	390005	391810	-							BKP64_RS01870	1806		old_locus_tag=BKP64_01870
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	390005	391810	-	WP_070965252.1	WP_070965252.1		GTPase			BKP64_RS01870	1806	601	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	392035	393072	-					epmB		BKP64_RS01875	1038		old_locus_tag=BKP64_01875
