# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	720526	721722	+					tuf		ABA45_RS03200	1197		old_locus_tag=ABA45_03200
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	720526	721722	+	WP_014869911.1	WP_014869911.1		elongation factor Tu	tuf		ABA45_RS03200	1197	398	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	721908	722219	+					rpsJ		ABA45_RS03205	312		old_locus_tag=ABA45_03205
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	721908	722219	+	WP_048384310.1	WP_048384310.1		30S ribosomal protein S10	rpsJ		ABA45_RS03205	312	103	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	722295	722933	+					rplC		ABA45_RS03210	639		old_locus_tag=ABA45_03210
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	722295	722933	+	WP_007350502.1	WP_007350502.1		50S ribosomal protein L3	rplC		ABA45_RS03210	639	212	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	722945	723550	+					rplD		ABA45_RS03215	606		old_locus_tag=ABA45_03215
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	722945	723550	+	WP_007350501.1	WP_007350501.1		50S ribosomal protein L4	rplD		ABA45_RS03215	606	201	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	723547	723840	+					rplW		ABA45_RS03220	294		old_locus_tag=ABA45_03220
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	723547	723840	+	WP_007350500.1	WP_007350500.1		50S ribosomal protein L23	rplW		ABA45_RS03220	294	97	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	723858	724685	+					rplB		ABA45_RS03225	828		old_locus_tag=ABA45_03225
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	723858	724685	+	WP_048384311.1	WP_048384311.1		50S ribosomal protein L2	rplB		ABA45_RS03225	828	275	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	724709	724984	+					rpsS		ABA45_RS03230	276		old_locus_tag=ABA45_03230
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	724709	724984	+	WP_007350498.1	WP_007350498.1		30S ribosomal protein S19	rpsS		ABA45_RS03230	276	91	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	725002	725334	+					rplV		ABA45_RS03235	333		old_locus_tag=ABA45_03235
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	725002	725334	+	WP_014869923.1	WP_014869923.1		50S ribosomal protein L22	rplV		ABA45_RS03235	333	110	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	725346	726029	+					rpsC		ABA45_RS03240	684		old_locus_tag=ABA45_03240
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	725346	726029	+	WP_007350496.1	WP_007350496.1		30S ribosomal protein S3	rpsC		ABA45_RS03240	684	227	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726042	726455	+					rplP		ABA45_RS03245	414		old_locus_tag=ABA45_03245
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726042	726455	+	WP_014869925.1	WP_014869925.1		50S ribosomal protein L16	rplP		ABA45_RS03245	414	137	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726455	726646	+					rpmC		ABA45_RS03250	192		old_locus_tag=ABA45_03250
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726455	726646	+	WP_007350494.1	WP_007350494.1		50S ribosomal protein L29	rpmC		ABA45_RS03250	192	63	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726648	726914	+					rpsQ		ABA45_RS03255	267		old_locus_tag=ABA45_03255
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726648	726914	+	WP_014869926.1	WP_014869926.1		30S ribosomal protein S17	rpsQ		ABA45_RS03255	267	88	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726933	727301	+					rplN		ABA45_RS03260	369		old_locus_tag=ABA45_03260
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	726933	727301	+	WP_007350492.1	WP_007350492.1		50S ribosomal protein L14	rplN		ABA45_RS03260	369	122	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	727319	727639	+					rplX		ABA45_RS03265	321		old_locus_tag=ABA45_03265
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	727319	727639	+	WP_014869927.1	WP_014869927.1		50S ribosomal protein L24	rplX		ABA45_RS03265	321	106	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	727664	728194	+					rplE		ABA45_RS03270	531		old_locus_tag=ABA45_03270
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	727664	728194	+	WP_227506183.1	WP_227506183.1		50S ribosomal protein L5	rplE		ABA45_RS03270	531	176	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	728207	728512	+					rpsN		ABA45_RS03275	306		old_locus_tag=ABA45_03275
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	728207	728512	+	WP_014869929.1	WP_014869929.1		30S ribosomal protein S14	rpsN		ABA45_RS03275	306	101	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	728601	728993	+					rpsH		ABA45_RS03280	393		old_locus_tag=ABA45_03280
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	728601	728993	+	WP_014869930.1	WP_014869930.1		30S ribosomal protein S8	rpsH		ABA45_RS03280	393	130	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729003	729536	+					rplF		ABA45_RS03285	534		old_locus_tag=ABA45_03285
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729003	729536	+	WP_014869931.1	WP_014869931.1		50S ribosomal protein L6	rplF		ABA45_RS03285	534	177	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729546	729893	+					rplR		ABA45_RS03290	348		old_locus_tag=ABA45_03290
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729546	729893	+	WP_007350486.1	WP_007350486.1		50S ribosomal protein L18	rplR		ABA45_RS03290	348	115	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729906	730406	+					rpsE		ABA45_RS03295	501		old_locus_tag=ABA45_03295
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	729906	730406	+	WP_048384313.1	WP_048384313.1		30S ribosomal protein S5	rpsE		ABA45_RS03295	501	166	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	730411	730599	+					rpmD		ABA45_RS03300	189		old_locus_tag=ABA45_03300
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	730411	730599	+	WP_007350484.1	WP_007350484.1		50S ribosomal protein L30	rpmD		ABA45_RS03300	189	62	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	730601	731035	+					rplO		ABA45_RS03305	435		old_locus_tag=ABA45_03305
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	730601	731035	+	WP_014869933.1	WP_014869933.1		50S ribosomal protein L15	rplO		ABA45_RS03305	435	144	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	731053	732375	+					secY		ABA45_RS03310	1323		old_locus_tag=ABA45_03310
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	731053	732375	+	WP_048384314.1	WP_048384314.1		preprotein translocase subunit SecY	secY		ABA45_RS03310	1323	440	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	732406	732519	+					rpmJ		ABA45_RS18420	114		
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	732406	732519	+	WP_007350481.1	WP_007350481.1		50S ribosomal protein L36	rpmJ		ABA45_RS18420	114	37	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	732659	733015	+					rpsM		ABA45_RS03315	357		old_locus_tag=ABA45_03315
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	732659	733015	+	WP_007350480.1	WP_007350480.1		30S ribosomal protein S13	rpsM		ABA45_RS03315	357	118	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	733029	733418	+					rpsK		ABA45_RS03320	390		old_locus_tag=ABA45_03320
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	733029	733418	+	WP_007350479.1	WP_007350479.1		30S ribosomal protein S11	rpsK		ABA45_RS03320	390	129	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	733436	734056	+					rpsD		ABA45_RS03325	621		old_locus_tag=ABA45_03325
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	733436	734056	+	WP_007350478.1	WP_007350478.1		30S ribosomal protein S4	rpsD		ABA45_RS03325	621	206	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	734092	735096	+					rpoA		ABA45_RS03330	1005		old_locus_tag=ABA45_03330
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	734092	735096	+	WP_041635047.1	WP_041635047.1		DNA-directed RNA polymerase subunit alpha	rpoA		ABA45_RS03330	1005	334	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	735129	735518	+					rplQ		ABA45_RS03335	390		old_locus_tag=ABA45_03335
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	735129	735518	+	WP_048384315.1	WP_048384315.1		50S ribosomal protein L17	rplQ		ABA45_RS03335	390	129	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	735739	738582	-					uvrA		ABA45_RS03340	2844		old_locus_tag=ABA45_03340
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	735739	738582	-	WP_048384316.1	WP_048384316.1		excinuclease ABC subunit UvrA	uvrA		ABA45_RS03340	2844	947	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	738737	740107	+							ABA45_RS03345	1371		old_locus_tag=ABA45_03345
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	738737	740107	+	WP_048384317.1	WP_048384317.1		MFS transporter			ABA45_RS03345	1371	456	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	740166	740750	+					ssb		ABA45_RS03350	585		old_locus_tag=ABA45_03350
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	740166	740750	+	WP_048388629.1	WP_048388629.1		single-stranded DNA-binding protein	ssb		ABA45_RS03350	585	194	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	740916	743093	+							ABA45_RS03355	2178		old_locus_tag=ABA45_03355
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	740916	743093	+	WP_053076112.1	WP_053076112.1		DUF3141 domain-containing protein			ABA45_RS03355	2178	725	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	743168	744592	-					ntrC		ABA45_RS03360	1425		old_locus_tag=ABA45_03360
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	743168	744592	-	WP_048384318.1	WP_048384318.1		nitrogen regulation protein NR(I)	ntrC		ABA45_RS03360	1425	474	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	744589	745731	-							ABA45_RS03365	1143		old_locus_tag=ABA45_03365
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	744589	745731	-	WP_048384319.1	WP_048384319.1		PAS domain-containing protein			ABA45_RS03365	1143	380	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	745850	746374	-							ABA45_RS03370	525		old_locus_tag=ABA45_03370
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	745850	746374	-	WP_048384320.1	WP_048384320.1		DUF4124 domain-containing protein			ABA45_RS03370	525	174	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	746585	747988	-					glnA		ABA45_RS03375	1404		old_locus_tag=ABA45_03375
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	746585	747988	-	WP_048384321.1	WP_048384321.1		glutamate--ammonia ligase	glnA		ABA45_RS03375	1404	467	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	748510	750321	+					typA		ABA45_RS03380	1812		old_locus_tag=ABA45_03380
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	748510	750321	+	WP_048384322.1	WP_048384322.1		translational GTPase TypA	typA		ABA45_RS03380	1812	603	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	750456	751415	+					pip		ABA45_RS03385	960		old_locus_tag=ABA45_03385
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	750456	751415	+	WP_048384323.1	WP_048384323.1		prolyl aminopeptidase	pip		ABA45_RS03385	960	319	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	751544	751996	+					dtd		ABA45_RS03390	453		old_locus_tag=ABA45_03390
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	751544	751996	+	WP_048384324.1	WP_048384324.1		D-tyrosyl-tRNA(Tyr) deacylase	dtd		ABA45_RS03390	453	150	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	752334	753329	+							ABA45_RS03395	996		old_locus_tag=ABA45_03395
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	752334	753329	+	WP_048384325.1	WP_048384325.1		porin			ABA45_RS03395	996	331	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	753457	754269	+							ABA45_RS03400	813		old_locus_tag=ABA45_03400
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	753457	754269	+	WP_227506112.1	WP_227506112.1		DUF547 domain-containing protein			ABA45_RS03400	813	270	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	754335	755225	+							ABA45_RS03405	891		old_locus_tag=ABA45_03405
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	754335	755225	+	WP_048384326.1	WP_048384326.1		CYTH domain-containing protein			ABA45_RS03405	891	296	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	755264	756436	-							ABA45_RS03410	1173		old_locus_tag=ABA45_03410
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	755264	756436	-	WP_048384327.1	WP_048384327.1		potassium channel family protein			ABA45_RS03410	1173	390	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	756531	759431	+					glnE		ABA45_RS03415	2901		old_locus_tag=ABA45_03415
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	756531	759431	+	WP_048384328.1	WP_048384328.1		bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	glnE		ABA45_RS03415	2901	966	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	759504	760430	+							ABA45_RS03420	927		old_locus_tag=ABA45_03420
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	759504	760430	+	WP_048384329.1	WP_048384329.1		branched-chain amino acid transaminase			ABA45_RS03420	927	308	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	760509	760913	+							ABA45_RS03425	405		old_locus_tag=ABA45_03425
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	760509	760913	+	WP_048384330.1	WP_048384330.1		DUF6165 family protein			ABA45_RS03425	405	134	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	760942	762021	-							ABA45_RS03430	1080		old_locus_tag=ABA45_03430
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	760942	762021	-	WP_227506113.1	WP_227506113.1		glycosyltransferase family 9 protein			ABA45_RS03430	1080	359	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	762158	762874	+							ABA45_RS03435	717		old_locus_tag=ABA45_03435
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	762158	762874	+	WP_198147047.1	WP_198147047.1		3-deoxy-D-manno-octulosonic acid kinase			ABA45_RS03435	717	238	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	763047	764417	+							ABA45_RS03440	1371		old_locus_tag=ABA45_03440
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	763047	764417	+	WP_048384332.1	WP_048384332.1		O-antigen ligase family protein			ABA45_RS03440	1371	456	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	764401	765705	+							ABA45_RS03445	1305		old_locus_tag=ABA45_03445
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	764401	765705	+	WP_048384333.1	WP_048384333.1		hypothetical protein			ABA45_RS03445	1305	434	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	765742	766428	+							ABA45_RS03450	687		old_locus_tag=ABA45_03450
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	765742	766428	+	WP_048384334.1	WP_048384334.1		acylneuraminate cytidylyltransferase family protein			ABA45_RS03450	687	228	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	766454	768070	+							ABA45_RS03455	1617		old_locus_tag=ABA45_03455
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	766454	768070	+	WP_048384335.1	WP_048384335.1		aldolase catalytic domain-containing protein			ABA45_RS03455	1617	538	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	768077	768820	+							ABA45_RS03460	744		old_locus_tag=ABA45_03460
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	768077	768820	+	WP_048384336.1	WP_048384336.1		3-deoxy-manno-octulosonate cytidylyltransferase			ABA45_RS03460	744	247	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	768820	769470	+							ABA45_RS03465	651		old_locus_tag=ABA45_03465
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	768820	769470	+	WP_048384337.1	WP_048384337.1		HAD hydrolase-like protein			ABA45_RS03465	651	216	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	769444	770553	-							ABA45_RS03470	1110		old_locus_tag=ABA45_03470
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	769444	770553	-	WP_048384338.1	WP_048384338.1		glycosyltransferase family 4 protein			ABA45_RS03470	1110	369	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	770556	771713	-							ABA45_RS03475	1158		old_locus_tag=ABA45_03475
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	770556	771713	-	WP_048384339.1	WP_048384339.1		glycosyltransferase			ABA45_RS03475	1158	385	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	771757	772581	-							ABA45_RS03480	825		old_locus_tag=ABA45_03480
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	771757	772581	-	WP_048384340.1	WP_048384340.1		glycosyltransferase family 2 protein			ABA45_RS03480	825	274	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	772662	773573	-							ABA45_RS03485	912		old_locus_tag=ABA45_03485
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	772662	773573	-	WP_048384341.1	WP_048384341.1		lysophospholipid acyltransferase family protein			ABA45_RS03485	912	303	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	773570	774991	-							ABA45_RS03490	1422		old_locus_tag=ABA45_03490
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	773570	774991	-	WP_048384342.1	WP_048384342.1		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase			ABA45_RS03490	1422	473	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	775108	775779	-							ABA45_RS03495	672		old_locus_tag=ABA45_03495
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	775108	775779	-	WP_048384343.1	WP_048384343.1		hypothetical protein			ABA45_RS03495	672	223	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	775880	776551	+							ABA45_RS03500	672		old_locus_tag=ABA45_03500
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	775880	776551	+	WP_048384344.1	WP_048384344.1		SGNH/GDSL hydrolase family protein			ABA45_RS03500	672	223	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	776530	777549	-							ABA45_RS03505	1020		old_locus_tag=ABA45_03505
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	776530	777549	-	WP_053076113.1	WP_053076113.1		glycosyltransferase			ABA45_RS03505	1020	339	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	777553	778680	-							ABA45_RS03510	1128		old_locus_tag=ABA45_03510
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	777553	778680	-	WP_048384345.1	WP_048384345.1		glycosyltransferase family 4 protein			ABA45_RS03510	1128	375	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	778677	779642	-							ABA45_RS03515	966		old_locus_tag=ABA45_03515
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	778677	779642	-	WP_227506114.1	WP_227506114.1		mitochondrial fission ELM1 family protein			ABA45_RS03515	966	321	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	779611	780561	-					lpxL		ABA45_RS03520	951		old_locus_tag=ABA45_03520
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	779611	780561	-	WP_084708394.1	WP_084708394.1		LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	lpxL		ABA45_RS03520	951	316	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	780706	781959	+					waaA		ABA45_RS03525	1254		old_locus_tag=ABA45_03525
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	780706	781959	+	WP_048384348.1	WP_048384348.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		ABA45_RS03525	1254	417	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	781990	783375	-							ABA45_RS03530	1386		old_locus_tag=ABA45_03530
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	781990	783375	-	WP_048384349.1	WP_048384349.1		TolC family outer membrane protein			ABA45_RS03530	1386	461	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	783593	784213	+							ABA45_RS03535	621		old_locus_tag=ABA45_03535
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	783593	784213	+	WP_048384350.1	WP_048384350.1		NUDIX domain-containing protein			ABA45_RS03535	621	206	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	784210	784695	+							ABA45_RS03540	486		old_locus_tag=ABA45_03540
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	784210	784695	+	WP_014869973.1	WP_014869973.1		DUF1249 domain-containing protein			ABA45_RS03540	486	161	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	784852	785667	+					cpdA		ABA45_RS03545	816		old_locus_tag=ABA45_03545
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	784852	785667	+	WP_048384351.1	WP_048384351.1		3',5'-cyclic-AMP phosphodiesterase	cpdA		ABA45_RS03545	816	271	
gene	pseudogene	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	785737	788057	-					metE		ABA45_RS03550	2321		pseudo;old_locus_tag=ABA45_03550
CDS	without_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	785737	788057	-				5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE		ABA45_RS03550	2321		pseudo
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	788203	789135	+							ABA45_RS03555	933		old_locus_tag=ABA45_03555
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	788203	789135	+	WP_014869976.1	WP_014869976.1		LysR family transcriptional regulator			ABA45_RS03555	933	310	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	789216	789605	+					gcvH		ABA45_RS03560	390		old_locus_tag=ABA45_03560
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	789216	789605	+	WP_048384352.1	WP_048384352.1		glycine cleavage system protein GcvH	gcvH		ABA45_RS03560	390	129	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	789615	790811	+							ABA45_RS03565	1197		old_locus_tag=ABA45_03565
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	789615	790811	+	WP_048384353.1	WP_048384353.1		class I SAM-dependent rRNA methyltransferase			ABA45_RS03565	1197	398	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	790849	791505	-							ABA45_RS03570	657		old_locus_tag=ABA45_03570
