# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	173757	176798	-							FXO11_RS00795	3042		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	173757	176798	-	WP_148861118.1	WP_148861118.1		DUF748 domain-containing protein			FXO11_RS00795	3042	1013	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	176966	177955	-					proX		FXO11_RS00800	990		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	176966	177955	-	WP_148861119.1	WP_148861119.1		glycine betaine/L-proline ABC transporter substrate-binding protein ProX	proX		FXO11_RS00800	990	329	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	177982	179106	-					proW		FXO11_RS00805	1125		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	177982	179106	-	WP_148861120.1	WP_148861120.1		glycine betaine/L-proline ABC transporter permease ProW	proW		FXO11_RS00805	1125	374	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	179109	180299	-					proV		FXO11_RS00810	1191		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	179109	180299	-	WP_148861121.1	WP_148861121.1		glycine betaine/L-proline ABC transporter ATP-binding protein ProV	proV		FXO11_RS00810	1191	396	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	180712	181347	+					pdxH		FXO11_RS00815	636		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	180712	181347	+	WP_148861122.1	WP_148861122.1		pyridoxamine 5'-phosphate oxidase	pdxH		FXO11_RS00815	636	211	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	181417	182028	+							FXO11_RS00820	612		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	181417	182028	+	WP_148861123.1	WP_148861123.1		DNA-3-methyladenine glycosylase I			FXO11_RS00820	612	203	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	182281	182580	+							FXO11_RS00825	300		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	182281	182580	+	WP_227545996.1	WP_227545996.1		DUF6482 family protein			FXO11_RS00825	300	99	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	182577	183047	+							FXO11_RS00830	471		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	182577	183047	+	WP_148861125.1	WP_148861125.1		DUF3429 domain-containing protein			FXO11_RS00830	471	156	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	183339	184781	-							FXO11_RS00835	1443		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	183339	184781	-	WP_148861126.1	WP_148861126.1		aspartate kinase			FXO11_RS00835	1443	480	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	184917	186185	-					ectB		FXO11_RS00840	1269		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	184917	186185	-	WP_148861127.1	WP_148861127.1		diaminobutyrate--2-oxoglutarate transaminase	ectB		FXO11_RS00840	1269	422	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	186326	186847	-					ectA		FXO11_RS00845	522		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	186326	186847	-	WP_148861128.1	WP_148861128.1		diaminobutyrate acetyltransferase	ectA		FXO11_RS00845	522	173	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	187082	188035	-							FXO11_RS00850	954		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	187082	188035	-	WP_148861129.1	WP_148861129.1		metallophosphoesterase family protein			FXO11_RS00850	954	317	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	188056	189459	-							FXO11_RS00855	1404		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	188056	189459	-	WP_148861130.1	WP_148861130.1		sodium:solute symporter			FXO11_RS00855	1404	467	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	189532	190494	-							FXO11_RS00860	963		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	189532	190494	-	WP_148861131.1	WP_148861131.1		radical SAM protein			FXO11_RS00860	963	320	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	190497	191303	-							FXO11_RS00865	807		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	190497	191303	-	WP_148861132.1	WP_148861132.1		DUF547 domain-containing protein			FXO11_RS00865	807	268	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	191527	192474	+							FXO11_RS00870	948		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	191527	192474	+	WP_148861133.1	WP_148861133.1		DUF3179 domain-containing protein			FXO11_RS00870	948	315	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	192517	192759	-							FXO11_RS00875	243		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	192517	192759	-	WP_148861134.1	WP_148861134.1		zf-HC2 domain-containing protein			FXO11_RS00875	243	80	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	192753	193367	-							FXO11_RS00880	615		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	192753	193367	-	WP_148861135.1	WP_148861135.1		RNA polymerase sigma factor			FXO11_RS00880	615	204	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	193607	194158	+							FXO11_RS00885	552		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	193607	194158	+	WP_148861136.1	WP_148861136.1		carboxymuconolactone decarboxylase family protein			FXO11_RS00885	552	183	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	194558	195583	+							FXO11_RS00890	1026		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	194558	195583	+	WP_148861137.1	WP_148861137.1		amino acid ABC transporter substrate-binding protein			FXO11_RS00890	1026	341	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	195762	196949	+							FXO11_RS00895	1188		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	195762	196949	+	WP_148861138.1	WP_148861138.1		amino acid ABC transporter permease			FXO11_RS00895	1188	395	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	196949	198034	+							FXO11_RS00900	1086		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	196949	198034	+	WP_148861139.1	WP_148861139.1		amino acid ABC transporter permease			FXO11_RS00900	1086	361	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	198059	198838	+							FXO11_RS00905	780		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	198059	198838	+	WP_148864740.1	WP_148864740.1		amino acid ABC transporter ATP-binding protein			FXO11_RS00905	780	259	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	198913	199536	-							FXO11_RS00910	624		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	198913	199536	-	WP_148861140.1	WP_148861140.1		YbhB/YbcL family Raf kinase inhibitor-like protein			FXO11_RS00910	624	207	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	199840	201162	+							FXO11_RS00915	1323		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	199840	201162	+	WP_148861141.1	WP_148861141.1		NAD(P)/FAD-dependent oxidoreductase			FXO11_RS00915	1323	440	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	201257	202210	+							FXO11_RS00920	954		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	201257	202210	+	WP_227545997.1	WP_227545997.1		sterol desaturase family protein			FXO11_RS00920	954	317	
gene	tRNA	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	202176	202249	-							FXO11_RS00925	74		
tRNA		GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	202176	202249	-				tRNA-Gly			FXO11_RS00925	74		anticodon=CCC
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	202368	205157	+							FXO11_RS00930	2790		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	202368	205157	+	WP_148861142.1	WP_148861142.1		diguanylate cyclase			FXO11_RS00930	2790	929	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	205251	206966	+							FXO11_RS00935	1716		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	205251	206966	+	WP_148861143.1	WP_148861143.1		potassium/proton antiporter			FXO11_RS00935	1716	571	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	207027	208106	+							FXO11_RS00940	1080		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	207027	208106	+	WP_148861144.1	WP_148861144.1		GTP-binding protein			FXO11_RS00940	1080	359	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	208256	208720	+							FXO11_RS00945	465		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	208256	208720	+	WP_227545998.1	WP_227545998.1		L,D-transpeptidase family protein			FXO11_RS00945	465	154	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	208926	209210	+							FXO11_RS00950	285		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	208926	209210	+	WP_148861146.1	WP_148861146.1		hypothetical protein			FXO11_RS00950	285	94	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	209280	210074	-							FXO11_RS00955	795		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	209280	210074	-	WP_148861147.1	WP_148861147.1		slipin family protein			FXO11_RS00955	795	264	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	210356	211822	-							FXO11_RS00960	1467		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	210356	211822	-	WP_148861148.1	WP_148861148.1		nodulation protein NfeD			FXO11_RS00960	1467	488	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	211943	212695	-							FXO11_RS00965	753		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	211943	212695	-	WP_148861149.1	WP_148861149.1		SDR family oxidoreductase			FXO11_RS00965	753	250	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	212837	213796	-							FXO11_RS00970	960		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	212837	213796	-	WP_148861150.1	WP_148861150.1		L,D-transpeptidase family protein			FXO11_RS00970	960	319	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	214293	214874	-							FXO11_RS00980	582		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	214293	214874	-	WP_148861151.1	WP_148861151.1		TMEM165/GDT1 family protein			FXO11_RS00980	582	193	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	215148	216026	+							FXO11_RS00985	879		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	215148	216026	+	WP_148861152.1	WP_148861152.1		siderophore ferric iron reductase			FXO11_RS00985	879	292	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	216019	216786	+							FXO11_RS00990	768		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	216019	216786	+	WP_148861153.1	WP_148861153.1		ABC transporter ATP-binding protein			FXO11_RS00990	768	255	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	216803	217720	+							FXO11_RS00995	918		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	216803	217720	+	WP_148861154.1	WP_148861154.1		iron-siderophore ABC transporter substrate-binding protein			FXO11_RS00995	918	305	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	217717	219744	+					fhuB		FXO11_RS01000	2028		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	217717	219744	+	WP_148861155.1	WP_148861155.1		Fe(3+)-hydroxamate ABC transporter permease FhuB	fhuB		FXO11_RS01000	2028	675	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	219710	221065	-							FXO11_RS01005	1356		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	219710	221065	-	WP_227545999.1	WP_227545999.1		DHA2 family efflux MFS transporter permease subunit			FXO11_RS01005	1356	451	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	221172	221603	-							FXO11_RS01010	432		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	221172	221603	-	WP_148861157.1	WP_148861157.1		MarR family transcriptional regulator			FXO11_RS01010	432	143	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	221761	221961	+							FXO11_RS01015	201		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	221761	221961	+	WP_148861158.1	WP_148861158.1		DUF3565 domain-containing protein			FXO11_RS01015	201	66	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	222013	223308	-							FXO11_RS01020	1296		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	222013	223308	-	WP_148861159.1	WP_148861159.1		MFS transporter			FXO11_RS01020	1296	431	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	223650	224537	+							FXO11_RS01025	888		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	223650	224537	+	WP_148861160.1	WP_148861160.1		WYL domain-containing protein			FXO11_RS01025	888	295	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	224610	226298	+							FXO11_RS01030	1689		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	224610	226298	+	WP_148861161.1	WP_148861161.1		ExeM/NucH family extracellular endonuclease			FXO11_RS01030	1689	562	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	226838	227752	+							FXO11_RS01035	915		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	226838	227752	+	WP_148861162.1	WP_148861162.1		alpha/beta fold hydrolase			FXO11_RS01035	915	304	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	227871	228911	+							FXO11_RS01040	1041		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	227871	228911	+	WP_148861163.1	WP_148861163.1		AraC family transcriptional regulator			FXO11_RS01040	1041	346	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	229064	229636	+							FXO11_RS01045	573		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	229064	229636	+	WP_148861164.1	WP_148861164.1		RimK/LysX family protein			FXO11_RS01045	573	190	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	229633	230049	-							FXO11_RS01050	417		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	229633	230049	-	WP_148861165.1	WP_148861165.1		NUDIX hydrolase			FXO11_RS01050	417	138	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	230258	231076	+							FXO11_RS01055	819		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	230258	231076	+	WP_148861166.1	WP_148861166.1		SDR family oxidoreductase			FXO11_RS01055	819	272	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	231227	231802	-							FXO11_RS01060	576		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	231227	231802	-	WP_148861167.1	WP_148861167.1		DJ-1/PfpI family protein			FXO11_RS01060	576	191	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	231907	232341	-							FXO11_RS01065	435		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	231907	232341	-	WP_148861168.1	WP_148861168.1		ABZJ_00895 family protein			FXO11_RS01065	435	144	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	232615	233508	-							FXO11_RS01070	894		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	232615	233508	-	WP_148861169.1	WP_148861169.1		metal-dependent hydrolase			FXO11_RS01070	894	297	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	233815	234957	+							FXO11_RS01075	1143		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	233815	234957	+	WP_148861170.1	WP_148861170.1		AraC family transcriptional regulator			FXO11_RS01075	1143	380	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	235092	235493	+							FXO11_RS01080	402		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	235092	235493	+	WP_148861171.1	WP_148861171.1		TM2 domain-containing protein			FXO11_RS01080	402	133	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	235610	235975	-					nirD		FXO11_RS01085	366		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	235610	235975	-	WP_148861172.1	WP_148861172.1		nitrite reductase small subunit NirD	nirD		FXO11_RS01085	366	121	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	236028	238547	-					nirB		FXO11_RS01090	2520		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	236028	238547	-	WP_148861173.1	WP_148861173.1		nitrite reductase large subunit NirB	nirB		FXO11_RS01090	2520	839	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	238600	239814	-							FXO11_RS01095	1215		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	238600	239814	-	WP_148861174.1	WP_148861174.1		FAD-dependent oxidoreductase			FXO11_RS01095	1215	404	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	240145	241029	-							FXO11_RS01100	885		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	240145	241029	-	WP_227546114.1	WP_227546114.1		ABC transporter ATP-binding protein			FXO11_RS01100	885	294	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	241126	242103	-							FXO11_RS01105	978		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	241126	242103	-	WP_148861175.1	WP_148861175.1		ABC transporter permease			FXO11_RS01105	978	325	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	242124	243491	-							FXO11_RS01110	1368		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	242124	243491	-	WP_148861176.1	WP_148861176.1		ABC transporter substrate-binding protein			FXO11_RS01110	1368	455	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	243919	245091	-							FXO11_RS01115	1173		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	243919	245091	-	WP_148861177.1	WP_148861177.1		ABC transporter substrate-binding protein			FXO11_RS01115	1173	390	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	245397	246014	-							FXO11_RS01120	618		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	245397	246014	-	WP_148861178.1	WP_148861178.1		ANTAR domain-containing protein			FXO11_RS01120	618	205	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	246437	249088	+							FXO11_RS01125	2652		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	246437	249088	+	WP_168203212.1	WP_168203212.1		nitrate reductase			FXO11_RS01125	2652	883	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	249124	249825	-							FXO11_RS01130	702		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	249124	249825	-	WP_148861180.1	WP_148861180.1		hypothetical protein			FXO11_RS01130	702	233	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	249956	250840	-							FXO11_RS01135	885		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	249956	250840	-	WP_148861181.1	WP_148861181.1		aldo/keto reductase			FXO11_RS01135	885	294	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	251364	251825	+							FXO11_RS01140	462		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	251364	251825	+	WP_148861182.1	WP_148861182.1		(2Fe-2S)-binding protein			FXO11_RS01140	462	153	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	251829	254027	+							FXO11_RS01145	2199		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	251829	254027	+	WP_148861183.1	WP_148861183.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			FXO11_RS01145	2199	732	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	254039	254674	+							FXO11_RS01150	636		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	254039	254674	+	WP_148861184.1	WP_148861184.1		Isoquinoline 1-oxidoreductase subunit			FXO11_RS01150	636	211	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	254725	255189	-							FXO11_RS01155	465		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	254725	255189	-	WP_148861185.1	WP_148861185.1		ABZJ_00895 family protein			FXO11_RS01155	465	154	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	255315	256256	-							FXO11_RS01160	942		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	255315	256256	-	WP_227546000.1	WP_227546000.1		formylglycine-generating enzyme family protein			FXO11_RS01160	942	313	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	256329	257336	-							FXO11_RS01165	1008		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	256329	257336	-	WP_227546001.1	WP_227546001.1		formylglycine-generating enzyme family protein			FXO11_RS01165	1008	335	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	257348	258331	-							FXO11_RS01170	984		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	257348	258331	-	WP_148861187.1	WP_148861187.1		SUMF1/EgtB/PvdO family nonheme iron enzyme			FXO11_RS01170	984	327	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	258328	260469	-							FXO11_RS01175	2142		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	258328	260469	-	WP_148861188.1	WP_148861188.1		LysM peptidoglycan-binding domain-containing protein			FXO11_RS01175	2142	713	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	260466	261266	-							FXO11_RS01180	801		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	260466	261266	-	WP_148861189.1	WP_148861189.1		DUF4123 domain-containing protein			FXO11_RS01180	801	266	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	261282	263486	-					vgrG		FXO11_RS01185	2205		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	261282	263486	-	WP_148861190.1	WP_148861190.1		type VI secretion system tip protein VgrG	vgrG		FXO11_RS01185	2205	734	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	263916	264434	-							FXO11_RS01190	519		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	263916	264434	-	WP_148861191.1	WP_148861191.1		Hcp family type VI secretion system effector			FXO11_RS01190	519	172	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	264823	265134	-							FXO11_RS20365	312		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	264823	265134	-	WP_168203104.1	WP_168203104.1		energy transducer TonB			FXO11_RS20365	312	103	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	265209	265472	+							FXO11_RS20370	264		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	265209	265472	+	WP_168203105.1	WP_168203105.1		hypothetical protein			FXO11_RS20370	264	87	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	265704	266117	-							FXO11_RS01200	414		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	265704	266117	-	WP_148861193.1	WP_148861193.1		biopolymer transporter ExbD			FXO11_RS01200	414	137	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	266114	266527	-							FXO11_RS01205	414		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	266114	266527	-	WP_148861194.1	WP_148861194.1		biopolymer transporter ExbD			FXO11_RS01205	414	137	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	266514	267164	-							FXO11_RS01210	651		
CDS	with_protein	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	266514	267164	-	WP_227546115.1	WP_227546115.1		MotA/TolQ/ExbB proton channel family protein			FXO11_RS01210	651	216	
gene	protein_coding	GCF_008122265.1	Primary Assembly	chromosome		NZ_CP043042.1	267545	269920	+							FXO11_RS01215	2376		
