# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	867130	867708	-	WP_041645986.1	WP_041645986.1		DUF3305 domain-containing protein			KQ249_RS03840	579	192	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	867852	869831	+							KQ249_RS03845	1980		old_locus_tag=KQ249_03845
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	867852	869831	+	WP_041645988.1	WP_041645988.1		4Fe-4S binding protein			KQ249_RS03845	1980	659	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	869849	870697	+							KQ249_RS03850	849		old_locus_tag=KQ249_03850
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	869849	870697	+	WP_014579232.1	WP_014579232.1		Mrp/NBP35 family ATP-binding protein			KQ249_RS03850	849	282	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	870694	871398	+							KQ249_RS03855	705		old_locus_tag=KQ249_03855
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	870694	871398	+	WP_041645989.1	WP_041645989.1		biotin/lipoate--protein ligase family protein			KQ249_RS03855	705	234	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	871395	871871	+							KQ249_RS03860	477		old_locus_tag=KQ249_03860
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	871395	871871	+	WP_014579234.1	WP_014579234.1		DUF6505 family protein			KQ249_RS03860	477	158	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	871872	873119	-							KQ249_RS03865	1248		old_locus_tag=KQ249_03865
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	871872	873119	-	WP_014579235.1	WP_014579235.1		molybdopterin molybdenumtransferase MoeA			KQ249_RS03865	1248	415	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	873146	873637	-					mobB		KQ249_RS03870	492		old_locus_tag=KQ249_03870
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	873146	873637	-	WP_014579236.1	WP_014579236.1		molybdopterin-guanine dinucleotide biosynthesis protein B	mobB		KQ249_RS03870	492	163	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	873634	874221	-					mobA		KQ249_RS03875	588		old_locus_tag=KQ249_03875
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	873634	874221	-	WP_014579237.1	WP_014579237.1		molybdenum cofactor guanylyltransferase MobA	mobA		KQ249_RS03875	588	195	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	874234	875103	-					fdhD		KQ249_RS03880	870		old_locus_tag=KQ249_03880
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	874234	875103	-	WP_014579238.1	WP_014579238.1		formate dehydrogenase accessory sulfurtransferase FdhD	fdhD		KQ249_RS03880	870	289	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	875290	876096	-							KQ249_RS03885	807		old_locus_tag=KQ249_03885
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	875290	876096	-	WP_041645991.1	WP_041645991.1		substrate-binding domain-containing protein			KQ249_RS03885	807	268	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	876166	876909	-							KQ249_RS03890	744		old_locus_tag=KQ249_03890
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	876166	876909	-	WP_014579241.1	WP_014579241.1		ATP-binding cassette domain-containing protein			KQ249_RS03890	744	247	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	876906	877604	-							KQ249_RS03895	699		old_locus_tag=KQ249_03895
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	876906	877604	-	WP_014579242.1	WP_014579242.1		ABC transporter permease			KQ249_RS03895	699	232	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	877723	878607	+							KQ249_RS03900	885		old_locus_tag=KQ249_03900
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	877723	878607	+	WP_041645993.1	WP_041645993.1		helix-turn-helix transcriptional regulator			KQ249_RS03900	885	294	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	878646	879776	+							KQ249_RS03905	1131		old_locus_tag=KQ249_03905
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	878646	879776	+	WP_014579244.1	WP_014579244.1		putative sulfate/molybdate transporter			KQ249_RS03905	1131	376	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	879787	881469	-							KQ249_RS03910	1683		old_locus_tag=KQ249_03910
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	879787	881469	-	WP_206076538.1	WP_206076538.1		FAD-binding oxidoreductase			KQ249_RS03910	1683	560	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	881621	882013	+							KQ249_RS03915	393		old_locus_tag=KQ249_03915
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	881621	882013	+	WP_014579246.1	WP_014579246.1		glutaredoxin			KQ249_RS03915	393	130	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	882055	882600	-							KQ249_RS03920	546		old_locus_tag=KQ249_03920
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	882055	882600	-	WP_228732823.1	WP_228732823.1		MarR family transcriptional regulator			KQ249_RS03920	546	181	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	882609	883748	-					aliB		KQ249_RS03925	1140		old_locus_tag=KQ249_03925
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	882609	883748	-	WP_014579248.1	WP_014579248.1		cyclohexanecarboxyl-CoA dehydrogenase	aliB		KQ249_RS03925	1140	379	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	883773	884555	-							KQ249_RS03930	783		old_locus_tag=KQ249_03930
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	883773	884555	-	WP_014579249.1	WP_014579249.1		enoyl-CoA hydratase-related protein			KQ249_RS03930	783	260	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	884588	885355	-							KQ249_RS03935	768		old_locus_tag=KQ249_03935
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	884588	885355	-	WP_041645996.1	WP_041645996.1		SDR family oxidoreductase			KQ249_RS03935	768	255	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	885391	887055	-							KQ249_RS03940	1665		old_locus_tag=KQ249_03940
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	885391	887055	-	WP_041646483.1	WP_041646483.1		AMP-binding protein			KQ249_RS03940	1665	554	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	887264	888160	-							KQ249_RS03945	897		old_locus_tag=KQ249_03945
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	887264	888160	-	WP_041645997.1	WP_041645997.1		LysR family transcriptional regulator			KQ249_RS03945	897	298	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	888305	890281	+							KQ249_RS03950	1977		old_locus_tag=KQ249_03950
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	888305	890281	+	WP_216688053.1	WP_216688053.1		MBL fold metallo-hydrolase			KQ249_RS03950	1977	658	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	890278	891906	+							KQ249_RS03955	1629		old_locus_tag=KQ249_03955
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	890278	891906	+	WP_014579255.1	WP_014579255.1		choline dehydrogenase			KQ249_RS03955	1629	542	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	892092	893663	-							KQ249_RS03960	1572		old_locus_tag=KQ249_03960
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	892092	893663	-	WP_014579256.1	WP_014579256.1		EAL domain-containing protein			KQ249_RS03960	1572	523	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	893679	895337	-							KQ249_RS03965	1659		old_locus_tag=KQ249_03965
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	893679	895337	-	WP_014579257.1	WP_014579257.1		EAL domain-containing protein			KQ249_RS03965	1659	552	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	895343	896629	-							KQ249_RS03970	1287		old_locus_tag=KQ249_03970
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	895343	896629	-	WP_169702195.1	WP_169702195.1		diguanylate cyclase			KQ249_RS03970	1287	428	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	897307	898086	+							KQ249_RS03975	780		old_locus_tag=KQ249_03975
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	897307	898086	+	WP_014579259.1	WP_014579259.1		hypothetical protein			KQ249_RS03975	780	259	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	898181	898768	+							KQ249_RS03980	588		old_locus_tag=KQ249_03980
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	898181	898768	+	WP_014579260.1	WP_014579260.1		hypothetical protein			KQ249_RS03980	588	195	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	899352	900119	+							KQ249_RS03990	768		old_locus_tag=KQ249_03990
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	899352	900119	+	WP_227499807.1	WP_227499807.1		hypothetical protein			KQ249_RS03990	768	255	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	900212	901069	+							KQ249_RS03995	858		old_locus_tag=KQ249_03995
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	900212	901069	+	WP_014579263.1	WP_014579263.1		restriction endonuclease			KQ249_RS03995	858	285	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	901228	901581	+							KQ249_RS04000	354		old_locus_tag=KQ249_04000
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	901228	901581	+	WP_014579264.1	WP_014579264.1		hypothetical protein			KQ249_RS04000	354	117	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	901675	902403	+							KQ249_RS04005	729		old_locus_tag=KQ249_04005
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	901675	902403	+	WP_169702198.1	WP_169702198.1		hypothetical protein			KQ249_RS04005	729	242	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	902832	905534	-							KQ249_RS04010	2703		old_locus_tag=KQ249_04010
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	902832	905534	-	WP_014579266.1	WP_014579266.1		tetratricopeptide repeat protein			KQ249_RS04010	2703	900	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	905600	906211	-					tmk		KQ249_RS04015	612		old_locus_tag=KQ249_04015
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	905600	906211	-	WP_041646001.1	WP_041646001.1		dTMP kinase	tmk		KQ249_RS04015	612	203	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	906255	907715	+							KQ249_RS04020	1461		old_locus_tag=KQ249_04020
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	906255	907715	+	WP_014579268.1	WP_014579268.1		radical SAM protein			KQ249_RS04020	1461	486	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	908512	908790	+							KQ249_RS04025	279		old_locus_tag=KQ249_04025
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	908512	908790	+	WP_011786639.1	WP_011786639.1		type II toxin-antitoxin system RelE/ParE family toxin			KQ249_RS04025	279	92	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	908803	909117	+							KQ249_RS04030	315		old_locus_tag=KQ249_04030
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	908803	909117	+	WP_041646003.1	WP_041646003.1		HigA family addiction module antitoxin			KQ249_RS04030	315	104	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	909279	909893	+							KQ249_RS04035	615		old_locus_tag=KQ249_04035
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	909279	909893	+	WP_014579271.1	WP_014579271.1		tyrosine-type recombinase/integrase			KQ249_RS04035	615	204	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	910121	911290	+							KQ249_RS04040	1170		old_locus_tag=KQ249_04040
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	910121	911290	+	WP_216688054.1	WP_216688054.1		MerR family transcriptional regulator			KQ249_RS04040	1170	389	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	911452	911904	+							KQ249_RS04045	453		old_locus_tag=KQ249_04045
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	911452	911904	+	WP_041646005.1	WP_041646005.1		hypothetical protein			KQ249_RS04045	453	150	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	912201	912686	+							KQ249_RS04050	486		old_locus_tag=KQ249_04050
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	912201	912686	+	WP_041646007.1	WP_041646007.1		DUF3592 domain-containing protein			KQ249_RS04050	486	161	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	912870	913337	+							KQ249_RS04055	468		old_locus_tag=KQ249_04055
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	912870	913337	+	WP_041646010.1	WP_041646010.1		hypothetical protein			KQ249_RS04055	468	155	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	913917	914924	+							KQ249_RS04060	1008		old_locus_tag=KQ249_04060
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	913917	914924	+	WP_049784510.1	WP_049784510.1		sensor domain-containing diguanylate cyclase			KQ249_RS04060	1008	335	
gene	pseudogene	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	914956	915207	+							KQ249_RS04065	252		partial;pseudo;old_locus_tag=KQ249_04065
CDS	without_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	914956	915207	+				hypothetical protein			KQ249_RS04065	252		partial;pseudo
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	915293	916396	-							KQ249_RS04070	1104		old_locus_tag=KQ249_04070
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	915293	916396	-	WP_041646011.1	WP_041646011.1		helix-turn-helix transcriptional regulator			KQ249_RS04070	1104	367	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	916532	917008	+							KQ249_RS04075	477		old_locus_tag=KQ249_04075
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	916532	917008	+	WP_014579279.1	WP_014579279.1		formate dehydrogenase subunit gamma			KQ249_RS04075	477	158	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	917011	918549	+							KQ249_RS04080	1539		old_locus_tag=KQ249_04080
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	917011	918549	+	WP_014579280.1	WP_014579280.1		formate dehydrogenase beta subunit			KQ249_RS04080	1539	512	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	918574	921474	+					fdhF		KQ249_RS04085	2901		old_locus_tag=KQ249_04085
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	918574	921474	+	WP_014579281.1	WP_014579281.1		formate dehydrogenase subunit alpha	fdhF		KQ249_RS04085	2901	966	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	921455	922309	+					fdhD		KQ249_RS04090	855		old_locus_tag=KQ249_04090
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	921455	922309	+	WP_014579282.1	WP_014579282.1		formate dehydrogenase accessory sulfurtransferase FdhD	fdhD		KQ249_RS04090	855	284	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	922343	922555	+							KQ249_RS04095	213		old_locus_tag=KQ249_04095
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	922343	922555	+	WP_041646015.1	WP_041646015.1		formate dehydrogenase subunit delta			KQ249_RS04095	213	70	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	922671	924323	-							KQ249_RS04100	1653		old_locus_tag=KQ249_04100
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	922671	924323	-	WP_014579283.1	WP_014579283.1		electron transfer flavoprotein-ubiquinone oxidoreductase			KQ249_RS04100	1653	550	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	924404	926392	-							KQ249_RS04105	1989		old_locus_tag=KQ249_04105
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	924404	926392	-	WP_014579284.1	WP_014579284.1		acetoacetate--CoA ligase			KQ249_RS04105	1989	662	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	926409	927320	-							KQ249_RS04110	912		old_locus_tag=KQ249_04110
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	926409	927320	-	WP_014579285.1	WP_014579285.1		hydroxymethylglutaryl-CoA lyase			KQ249_RS04110	912	303	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	927320	929314	-							KQ249_RS04115	1995		old_locus_tag=KQ249_04115
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	927320	929314	-	WP_014579286.1	WP_014579286.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			KQ249_RS04115	1995	664	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	929317	930123	-							KQ249_RS04120	807		old_locus_tag=KQ249_04120
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	929317	930123	-	WP_216688055.1	WP_216688055.1		enoyl-CoA hydratase-related protein			KQ249_RS04120	807	268	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	930138	931745	-							KQ249_RS04125	1608		old_locus_tag=KQ249_04125
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	930138	931745	-	WP_008170608.1	WP_008170608.1		methylcrotonoyl-CoA carboxylase			KQ249_RS04125	1608	535	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	931953	933122	-							KQ249_RS04130	1170		old_locus_tag=KQ249_04130
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	931953	933122	-	WP_008170605.1	WP_008170605.1		isovaleryl-CoA dehydrogenase			KQ249_RS04130	1170	389	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	933152	933595	-							KQ249_RS04135	444		old_locus_tag=KQ249_04135
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	933152	933595	-	WP_041644814.1	WP_041644814.1		MerR family DNA-binding transcriptional regulator			KQ249_RS04135	444	147	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	933843	934769	-							KQ249_RS04140	927		old_locus_tag=KQ249_04140
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	933843	934769	-	WP_014575635.1	WP_014575635.1		zinc-binding dehydrogenase			KQ249_RS04140	927	308	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	934847	936028	-							KQ249_RS04145	1182		old_locus_tag=KQ249_04145
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	934847	936028	-	WP_041644815.1	WP_041644815.1		acetyl-CoA C-acetyltransferase			KQ249_RS04145	1182	393	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	936398	937240	-							KQ249_RS04150	843		old_locus_tag=KQ249_04150
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	936398	937240	-	WP_041644816.1	WP_041644816.1		SDR family oxidoreductase			KQ249_RS04150	843	280	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	937654	939315	+							KQ249_RS04155	1662		old_locus_tag=KQ249_04155
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	937654	939315	+	WP_014575638.1	WP_014575638.1		DUF1302 family protein			KQ249_RS04155	1662	553	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	939340	940722	+							KQ249_RS04160	1383		old_locus_tag=KQ249_04160
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	939340	940722	+	WP_014575639.1	WP_014575639.1		DUF1329 domain-containing protein			KQ249_RS04160	1383	460	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	940835	941995	+							KQ249_RS04165	1161		old_locus_tag=KQ249_04165
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	940835	941995	+	WP_014575640.1	WP_014575640.1		BNR/Asp-box repeat-containing protein			KQ249_RS04165	1161	386	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	942120	944657	+							KQ249_RS04170	2538		old_locus_tag=KQ249_04170
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	942120	944657	+	WP_014575641.1	WP_014575641.1		MMPL family transporter			KQ249_RS04170	2538	845	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	944720	945685	+							KQ249_RS04175	966		old_locus_tag=KQ249_04175
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	944720	945685	+	WP_014575642.1	WP_014575642.1		lactoylglutathione lyase			KQ249_RS04175	966	321	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	945687	946499	+							KQ249_RS04180	813		old_locus_tag=KQ249_04180
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	945687	946499	+	WP_014575643.1	WP_014575643.1		enoyl-CoA hydratase/isomerase family protein			KQ249_RS04180	813	270	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	946542	947372	+							KQ249_RS04185	831		old_locus_tag=KQ249_04185
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	946542	947372	+	WP_216688056.1	WP_216688056.1		SDR family oxidoreductase			KQ249_RS04185	831	276	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	947411	948049	-							KQ249_RS04190	639		old_locus_tag=KQ249_04190
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	947411	948049	-	WP_049784446.1	WP_049784446.1		TetR/AcrR family transcriptional regulator			KQ249_RS04190	639	212	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	948112	948960	+							KQ249_RS04195	849		old_locus_tag=KQ249_04195
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	948112	948960	+	WP_206076540.1	WP_206076540.1		SDR family oxidoreductase			KQ249_RS04195	849	282	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	948968	949381	-							KQ249_RS04200	414		old_locus_tag=KQ249_04200
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	948968	949381	-	WP_041644818.1	WP_041644818.1		VOC family protein			KQ249_RS04200	414	137	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	949928	951646	+							KQ249_RS04205	1719		old_locus_tag=KQ249_04205
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	949928	951646	+	WP_081449803.1	WP_081449803.1		NAD(P)/FAD-dependent oxidoreductase			KQ249_RS04205	1719	572	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	951630	952907	+							KQ249_RS04210	1278		old_locus_tag=KQ249_04210
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	951630	952907	+	WP_014575649.1	WP_014575649.1		cytochrome P450			KQ249_RS04210	1278	425	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	952951	953316	+							KQ249_RS04215	366		old_locus_tag=KQ249_04215
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	952951	953316	+	WP_014575650.1	WP_014575650.1		nuclear transport factor 2 family protein			KQ249_RS04215	366	121	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	953652	954080	+							KQ249_RS04220	429		old_locus_tag=KQ249_04220
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	953652	954080	+	WP_041646023.1	WP_041646023.1		universal stress protein			KQ249_RS04220	429	142	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	954455	955849	+							KQ249_RS04225	1395		old_locus_tag=KQ249_04225
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	954455	955849	+	WP_014575652.1	WP_014575652.1		aromatic ring-hydroxylating dioxygenase subunit alpha			KQ249_RS04225	1395	464	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	955926	956501	+							KQ249_RS04230	576		old_locus_tag=KQ249_04230
