# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	217906	218688	+	WP_011783807.1	WP_011783807.1		MetQ/NlpA family ABC transporter substrate-binding protein		31819727	MARHY_RS00940	783	260	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	218769	219422	-						31819728	MARHY_RS00945	654		old_locus_tag=MARHY0195
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	218769	219422	-	WP_011783808.1	WP_011783808.1		peroxiredoxin		31819728	MARHY_RS00945	654	217	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	219607	220968	-						31819729	MARHY_RS00950	1362		old_locus_tag=MARHY0196
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	219607	220968	-	WP_023007812.1	WP_023007812.1		sodium:alanine symporter family protein		31819729	MARHY_RS00950	1362	453	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	221167	221598	+						31819730	MARHY_RS00955	432		old_locus_tag=MARHY0197
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	221167	221598	+	WP_022993417.1	WP_022993417.1		CBS domain-containing protein		31819730	MARHY_RS00955	432	143	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	221632	222477	+					fghA	31819731	MARHY_RS00960	846		old_locus_tag=MARHY0198
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	221632	222477	+	WP_014420174.1	WP_014420174.1		S-formylglutathione hydrolase	fghA	31819731	MARHY_RS00960	846	281	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	222479	223606	-						31819732	MARHY_RS00965	1128		old_locus_tag=MARHY0199
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	222479	223606	-	WP_014420175.1	WP_014420175.1		phosphohydrolase		31819732	MARHY_RS00965	1128	375	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	223856	224875	+						31819733	MARHY_RS00970	1020		old_locus_tag=MARHY0201
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	223856	224875	+	WP_014420176.1	WP_014420176.1		GGDEF domain-containing protein		31819733	MARHY_RS00970	1020	339	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	224836	226275	-						31819734	MARHY_RS00975	1440		old_locus_tag=MARHY0202
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	224836	226275	-	WP_014420177.1	WP_014420177.1		MATE family efflux transporter		31819734	MARHY_RS00975	1440	479	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	226444	227316	+						31819735	MARHY_RS00980	873		old_locus_tag=MARHY0203
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	226444	227316	+	WP_041654451.1	WP_041654451.1		carboxylate/amino acid/amine transporter		31819735	MARHY_RS00980	873	290	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	227464	229038	+						31819736	MARHY_RS00985	1575		old_locus_tag=MARHY0204
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	227464	229038	+	WP_014420179.1	WP_014420179.1		methyl-accepting chemotaxis protein		31819736	MARHY_RS00985	1575	524	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	229210	230604	+						31819737	MARHY_RS00990	1395		old_locus_tag=MARHY0205
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	229210	230604	+	WP_011783817.1	WP_011783817.1		sodium-dependent transporter		31819737	MARHY_RS00990	1395	464	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	230680	231303	-						31819738	MARHY_RS00995	624		old_locus_tag=MARHY0206
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	230680	231303	-	WP_014420180.1	WP_014420180.1		hypothetical protein		31819738	MARHY_RS00995	624	207	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	231387	231965	-						31819739	MARHY_RS01000	579		old_locus_tag=MARHY0207
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	231387	231965	-	WP_011783819.1	WP_011783819.1		hypothetical protein		31819739	MARHY_RS01000	579	192	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	232217	232939	-						31819740	MARHY_RS01005	723		old_locus_tag=MARHY0208
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	232217	232939	-	WP_014420181.1	WP_014420181.1		3'-5' exonuclease		31819740	MARHY_RS01005	723	240	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	232932	234809	-						31819741	MARHY_RS01010	1878		old_locus_tag=MARHY0209
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	232932	234809	-	WP_011783821.1	WP_011783821.1		DUF294 nucleotidyltransferase-like domain-containing protein		31819741	MARHY_RS01010	1878	625	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	234950	235480	+					cobU	31819742	MARHY_RS01015	531		old_locus_tag=MARHY0210
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	234950	235480	+	WP_014420182.1	WP_014420182.1		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	cobU	31819742	MARHY_RS01015	531	176	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	235464	236063	-						31819743	MARHY_RS01020	600		old_locus_tag=MARHY0211
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	235464	236063	-	WP_014420183.1	WP_014420183.1		histidine phosphatase family protein		31819743	MARHY_RS01020	600	199	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	236068	237126	-					cobT	31819744	MARHY_RS01025	1059		old_locus_tag=MARHY0212
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	236068	237126	-	WP_014420184.1	WP_014420184.1		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT	31819744	MARHY_RS01025	1059	352	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	237253	238200	+					cbiB	31819745	MARHY_RS01030	948		old_locus_tag=MARHY0213
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	237253	238200	+	WP_228703068.1	WP_228703068.1		adenosylcobinamide-phosphate synthase CbiB	cbiB	31819745	MARHY_RS01030	948	315	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	238197	239261	+					cobD	31819746	MARHY_RS01035	1065		old_locus_tag=MARHY0214
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	238197	239261	+	WP_114434348.1	WP_114434348.1		threonine-phosphate decarboxylase CobD	cobD	31819746	MARHY_RS01035	1065	354	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	239650	241458	+						31819747	MARHY_RS01040	1809		old_locus_tag=MARHY0216
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	239650	241458	+	WP_041654453.1	WP_041654453.1		TonB-dependent receptor		31819747	MARHY_RS01040	1809	602	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	241485	242375	+						31819748	MARHY_RS01045	891		old_locus_tag=MARHY0217
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	241485	242375	+	WP_014420189.1	WP_014420189.1		cobalamin-binding protein		31819748	MARHY_RS01045	891	296	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	242388	243359	+						31819749	MARHY_RS01050	972		old_locus_tag=MARHY0218
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	242388	243359	+	WP_014420190.1	WP_014420190.1		iron ABC transporter permease		31819749	MARHY_RS01050	972	323	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	243359	244153	+						31819750	MARHY_RS01055	795		old_locus_tag=MARHY0219
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	243359	244153	+	WP_014420191.1	WP_014420191.1		ABC transporter ATP-binding protein		31819750	MARHY_RS01055	795	264	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	244306	245613	+						31819751	MARHY_RS01060	1308		old_locus_tag=MARHY0220
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	244306	245613	+	WP_014420192.1	WP_014420192.1		cobyrinate a,c-diamide synthase		31819751	MARHY_RS01060	1308	435	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	245648	246259	+					cobO	31819752	MARHY_RS01065	612		old_locus_tag=MARHY0221
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	245648	246259	+	WP_041654454.1	WP_041654454.1		cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO	31819752	MARHY_RS01065	612	203	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	246260	247729	+						31819753	MARHY_RS01070	1470		old_locus_tag=MARHY0222
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	246260	247729	+	WP_014420194.1	WP_014420194.1		cobyric acid synthase		31819753	MARHY_RS01070	1470	489	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	247726	248427	+					bluB	31819754	MARHY_RS01075	702		old_locus_tag=MARHY0223
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	247726	248427	+	WP_014420195.1	WP_014420195.1		5,6-dimethylbenzimidazole synthase	bluB	31819754	MARHY_RS01075	702	233	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	248442	248861	-						31819755	MARHY_RS01080	420		old_locus_tag=MARHY0224
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	248442	248861	-	WP_014420196.1	WP_014420196.1		hypothetical protein		31819755	MARHY_RS01080	420	139	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	248877	249455	-						31819756	MARHY_RS01085	579		old_locus_tag=MARHY0225
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	248877	249455	-	WP_014420197.1	WP_014420197.1		nucleotidyltransferase domain-containing protein		31819756	MARHY_RS01085	579	192	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	249570	250238	+						31819757	MARHY_RS01090	669		old_locus_tag=MARHY0226
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	249570	250238	+	WP_041654455.1	WP_041654455.1		DNA-3-methyladenine glycosylase I		31819757	MARHY_RS01090	669	222	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	250252	251013	-					cobS	31819758	MARHY_RS01095	762		old_locus_tag=MARHY0227
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	250252	251013	-	WP_014420199.1	WP_014420199.1		adenosylcobinamide-GDP ribazoletransferase	cobS	31819758	MARHY_RS01095	762	253	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	251089	252837	-						31819759	MARHY_RS01100	1749		old_locus_tag=MARHY0228
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	251089	252837	-	WP_014420200.1	WP_014420200.1		glycosyltransferase family 39 protein		31819759	MARHY_RS01100	1749	582	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	252847	253515	-						31819760	MARHY_RS01105	669		old_locus_tag=MARHY0229
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	252847	253515	-	WP_014420201.1	WP_014420201.1		VTT domain-containing protein		31819760	MARHY_RS01105	669	222	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	253517	254284	-						31819761	MARHY_RS01110	768		old_locus_tag=MARHY0230
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	253517	254284	-	WP_031211751.1	WP_031211751.1		glycosyltransferase family 2 protein		31819761	MARHY_RS01110	768	255	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	254372	255784	-						31819762	MARHY_RS01115	1413		old_locus_tag=MARHY0231
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	254372	255784	-	WP_014420203.1	WP_014420203.1		two-component sensor histidine kinase		31819762	MARHY_RS01115	1413	470	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	255781	256464	-						31819763	MARHY_RS01120	684		old_locus_tag=MARHY0232
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	255781	256464	-	WP_011783840.1	WP_011783840.1		response regulator transcription factor		31819763	MARHY_RS01120	684	227	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	256490	258037	-						31819764	MARHY_RS01125	1548		old_locus_tag=MARHY0233
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	256490	258037	-	WP_014420204.1	WP_014420204.1		glycosyltransferase family 39 protein		31819764	MARHY_RS01125	1548	515	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	258021	259028	-						31819765	MARHY_RS01130	1008		old_locus_tag=MARHY0234
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	258021	259028	-	WP_036149969.1	WP_036149969.1		glycosyltransferase family 2 protein		31819765	MARHY_RS01130	1008	335	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	259000	259407	-						31819766	MARHY_RS01135	408		old_locus_tag=MARHY0235
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	259000	259407	-	WP_011783843.1	WP_011783843.1		GtrA family protein		31819766	MARHY_RS01135	408	135	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	259634	260344	+						31819767	MARHY_RS01140	711		old_locus_tag=MARHY0236
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	259634	260344	+	WP_167539878.1	WP_167539878.1		thermostable hemolysin		31819767	MARHY_RS01140	711	236	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	260328	262520	+						31819768	MARHY_RS01145	2193		old_locus_tag=MARHY0237
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	260328	262520	+	WP_041654456.1	WP_041654456.1		AMP-binding protein		31819768	MARHY_RS01145	2193	730	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	262507	263289	+						31819769	MARHY_RS01150	783		old_locus_tag=MARHY0238
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	262507	263289	+	WP_041654457.1	WP_041654457.1		SDR family oxidoreductase		31819769	MARHY_RS01150	783	260	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	263301	263906	+						31819770	MARHY_RS01155	606		old_locus_tag=MARHY0239
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	263301	263906	+	WP_228703060.1	WP_228703060.1		hypothetical protein		31819770	MARHY_RS01155	606	201	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	263985	265499	+						31819771	MARHY_RS01160	1515		old_locus_tag=MARHY0240
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	263985	265499	+	WP_014420210.1	WP_014420210.1		diguanylate cyclase		31819771	MARHY_RS01160	1515	504	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	265582	266448	+						31819772	MARHY_RS01165	867		old_locus_tag=MARHY0241
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	265582	266448	+	WP_041654458.1	WP_041654458.1		MBL fold metallo-hydrolase		31819772	MARHY_RS01165	867	288	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	266456	268180	+					sulP	31819773	MARHY_RS01170	1725		old_locus_tag=MARHY0242
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	266456	268180	+	WP_014420212.1	WP_014420212.1		sulfate permease	sulP	31819773	MARHY_RS01170	1725	574	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	268269	268928	+						31819774	MARHY_RS01175	660		old_locus_tag=MARHY0243
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	268269	268928	+	WP_014420213.1	WP_014420213.1		energy-coupling factor ABC transporter permease		31819774	MARHY_RS01175	660	219	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	268938	271067	-						31819775	MARHY_RS01180	2130		old_locus_tag=MARHY0244
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	268938	271067	-	WP_014420214.1	WP_014420214.1		GGDEF and EAL domain-containing protein		31819775	MARHY_RS01180	2130	709	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	271315	271848	-						31819776	MARHY_RS01185	534		old_locus_tag=MARHY0246
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	271315	271848	-	WP_014420216.1	WP_014420216.1		response regulator		31819776	MARHY_RS01185	534	177	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	271851	273122	-						31819777	MARHY_RS01190	1272		old_locus_tag=MARHY0247
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	271851	273122	-	WP_014420217.1	WP_014420217.1		ATP-binding protein		31819777	MARHY_RS01190	1272	423	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	273172	275760	-						31819778	MARHY_RS01195	2589		old_locus_tag=MARHY0248
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	273172	275760	-	WP_014420218.1	WP_014420218.1		phosphoenolpyruvate synthase		31819778	MARHY_RS01195	2589	862	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	275768	277117	-					gdhA	31819779	MARHY_RS01200	1350		old_locus_tag=MARHY0249
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	275768	277117	-	WP_041654459.1	WP_041654459.1		NADP-specific glutamate dehydrogenase	gdhA	31819779	MARHY_RS01200	1350	449	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	277369	279414	+						31819780	MARHY_RS01205	2046		old_locus_tag=MARHY0250
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	277369	279414	+	WP_014420220.1	WP_014420220.1		TonB-dependent receptor		31819780	MARHY_RS01205	2046	681	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	279603	280655	+						31819781	MARHY_RS01210	1053		old_locus_tag=MARHY0251
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	279603	280655	+	WP_014420221.1	WP_014420221.1		efflux RND transporter periplasmic adaptor subunit		31819781	MARHY_RS01210	1053	350	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	280662	283892	+						31819782	MARHY_RS01215	3231		old_locus_tag=MARHY0252
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	280662	283892	+	WP_014420222.1	WP_014420222.1		efflux RND transporter permease subunit		31819782	MARHY_RS01215	3231	1076	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	283903	284349	-						31819783	MARHY_RS01220	447		old_locus_tag=MARHY0253
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	283903	284349	-	WP_014420223.1	WP_014420223.1		potassium channel family protein		31819783	MARHY_RS01220	447	148	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	284464	285705	+						31819784	MARHY_RS01225	1242		old_locus_tag=MARHY0254
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	284464	285705	+	WP_014420224.1	WP_014420224.1		biotin/lipoyl-binding protein		31819784	MARHY_RS01225	1242	413	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	285702	288854	+						31819785	MARHY_RS01230	3153		old_locus_tag=MARHY0255
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	285702	288854	+	WP_014420225.1	WP_014420225.1		efflux RND transporter permease subunit		31819785	MARHY_RS01230	3153	1050	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	288870	289553	+						31819786	MARHY_RS01235	684		old_locus_tag=MARHY0256
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	288870	289553	+	WP_014420226.1	WP_014420226.1		ATP-binding cassette domain-containing protein		31819786	MARHY_RS01235	684	227	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	289560	291821	+						31819787	MARHY_RS01240	2262		old_locus_tag=MARHY0257
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	289560	291821	+	WP_014420227.1	WP_014420227.1		FtsX-like permease family protein		31819787	MARHY_RS01240	2262	753	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	291818	292900	+						31819788	MARHY_RS01245	1083		old_locus_tag=MARHY0258
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	291818	292900	+	WP_023007772.1	WP_023007772.1		carotenoid 1,2-hydratase		31819788	MARHY_RS01245	1083	360	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	292912	294120	-						31819789	MARHY_RS01250	1209		old_locus_tag=MARHY0259
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	292912	294120	-	WP_011783865.1	WP_011783865.1		ammonium transporter		31819789	MARHY_RS01250	1209	402	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	294350	295267	-						31819790	MARHY_RS01255	918		old_locus_tag=MARHY0260
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	294350	295267	-	WP_014420229.1	WP_014420229.1		flagellar motor protein MotB		31819790	MARHY_RS01255	918	305	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	295270	296046	-					pomA	31819791	MARHY_RS01260	777		old_locus_tag=MARHY0261
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	295270	296046	-	WP_014420230.1	WP_014420230.1		flagellar motor protein PomA	pomA	31819791	MARHY_RS01260	777	258	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	296137	296532	-						31819792	MARHY_RS01265	396		old_locus_tag=MARHY0262
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	296137	296532	-	WP_041654460.1	WP_041654460.1		DUF1232 domain-containing protein		31819792	MARHY_RS01265	396	131	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	296608	297243	-						31819793	MARHY_RS01270	636		old_locus_tag=MARHY0263
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	296608	297243	-	WP_014420232.1	WP_014420232.1		DTW domain-containing protein		31819793	MARHY_RS01270	636	211	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	297246	298889	-						31819794	MARHY_RS01275	1644		old_locus_tag=MARHY0264
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	297246	298889	-	WP_041654461.1	WP_041654461.1		NAD(P)/FAD-dependent oxidoreductase		31819794	MARHY_RS01275	1644	547	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	298880	299371	-						31819795	MARHY_RS01280	492		old_locus_tag=MARHY0265
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	298880	299371	-	WP_014420234.1	WP_014420234.1		DUF6231 family protein		31819795	MARHY_RS01280	492	163	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	299368	300690	-						31819796	MARHY_RS01285	1323		old_locus_tag=MARHY0266
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	299368	300690	-	WP_014420235.1	WP_014420235.1		DASH family cryptochrome		31819796	MARHY_RS01285	1323	440	
gene	pseudogene	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	300917	301600	+						68053777	MARHY_RS18895	684		partial;pseudo
CDS	without_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	300917	301600	+				PAS domain S-box protein		68053777	MARHY_RS18895	684		partial;pseudo
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	301595	302188	+						68053778	MARHY_RS18900	594		
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	301595	302188	+	WP_235620030.1	WP_235620030.1		methyl-accepting chemotaxis protein		68053778	MARHY_RS18900	594	197	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	302276	303388	+						31819798	MARHY_RS01295	1113		old_locus_tag=MARHY0268
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	302276	303388	+	WP_041654464.1	WP_041654464.1		S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase		31819798	MARHY_RS01295	1113	370	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	303449	304237	-						31819799	MARHY_RS01300	789		old_locus_tag=MARHY0269
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	303449	304237	-	WP_014420238.1	WP_014420238.1		alpha/beta fold hydrolase		31819799	MARHY_RS01300	789	262	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	304262	305464	-					pcaF	31819800	MARHY_RS01305	1203		old_locus_tag=MARHY0270
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	304262	305464	-	WP_014420239.1	WP_014420239.1		3-oxoadipyl-CoA thiolase	pcaF	31819800	MARHY_RS01305	1203	400	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	305473	306261	-						31819801	MARHY_RS01310	789		old_locus_tag=MARHY0271
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	305473	306261	-	WP_014420240.1	WP_014420240.1		CoA-transferase subunit beta		31819801	MARHY_RS01310	789	262	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	306261	307076	-						31819802	MARHY_RS01315	816		old_locus_tag=MARHY0272
CDS	with_protein	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	306261	307076	-	WP_014420241.1	WP_014420241.1		CoA transferase subunit A		31819802	MARHY_RS01315	816	271	
gene	protein_coding	GCF_000284615.1	Primary Assembly	chromosome		NC_017067.1	307273	308052	+						31819803	MARHY_RS01320	780		old_locus_tag=MARHY0273
